,Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?,Period
1155,BottomS115177,-27.1608,33.2878,2.417e-17,1.888e-17,8.351e-18,-0.0,48.53,1,24.22062350119904
1156,BottomS115212,-27.2758,33.6037,1.796e-17,1.42e-17,6.323e-18,-0.0,51.99,1,27.272727272727273
1157,BottomS115219,-27.2106,33.6039,2.365e-17,1.801e-17,7.508e-18,0.0,51.53,1,25.355648535564853
1158,BottomS115222,-27.1766,33.5855,4.126e-17,3.167e-17,1.326e-17,0.001,51.29,1,25.04822265086801
1159,BottomS115224,-27.2325,33.2959,6.97e-14,5.784e-14,3.001e-14,0.001,49.06,1,45.156482861400896
1160,BottomS115277,-27.2338,33.4627,1.952e-17,1.522e-17,6.972e-18,-0.0,51.26,1,25.15914752283421
1161,BottomS115312,-27.1541,33.4592,2.809e-17,2.154e-17,8.88e-18,-0.0,50.49,1,24.910934502603453
1162,BottomS115330,-27.2646,33.5025,1.199e-17,9.493e-18,4.207e-18,-0.0,51.46,1,28.46852489821484
1163,BottomS115348,-27.1637,33.3042,1.667e-17,1.288e-17,5.449e-18,-0.0,48.53,1,26.727433107909437
1164,BottomS115354,-27.1982,33.3132,6.265e-14,4.917e-14,2.158e-14,0.0,48.73,1,45.97875569044005
1165,BottomS115360,-27.2316,33.3459,2.8e-17,2.193e-17,9.381e-18,-0.0,49.34,1,23.864531373063794
1166,BottomS115374,-27.0979,33.3969,2.79e-17,2.211e-17,9.609e-18,-0.001,49.56,1,24.829281617044522
1167,BottomS115377,-27.0905,33.3661,2.105e-17,1.624e-17,7.087e-18,0.0,49.18,1,25.84589138470287
1168,BottomS115379,-27.3346,33.5318,1.405e-17,1.118e-17,5.052e-18,0.0,51.37,1,27.33834586466165
1169,BottomS115404,-27.2082,33.5861,2.25e-17,1.756e-17,7.581e-18,0.0,51.7,1,24.324324324324323
1170,BottomS115415,-27.1262,33.5016,2.334e-17,1.832e-17,8.086e-18,-0.0,50.54,1,26.143226919758412
1171,BottomS115416,-27.1101,33.5018,1.773e-17,1.367e-17,5.942e-18,0.0,50.52,1,26.696035242290748
1172,FrontS017978,-26.939,15.4647,8.083e-14,6.325e-14,2.824e-14,0.0,11.24,1,42.696101456082665
1173,FrontS017994,-26.8811,15.4304,7.503e-14,6.12e-14,2.892e-14,-0.0,12.33,1,44.97773379515091
1174,FrontS018043,-26.8629,15.4475,5.243e-14,4.021e-14,1.713e-14,0.001,6.52,1,45.8859162039374
1175,FrontS018224,-26.9114,15.4538,9.52e-18,7.432e-18,3.373e-18,-0.0,9.82,1,27.110050700864896
1176,FrontS018272,-26.9161,15.455,4.892e-14,4.681e-14,3.12e-14,0.0,11.72,1,45.33665835411471
1177,FrontS018304,-26.9117,15.4535,1.761e-17,1.337e-17,5.498e-18,-0.001,6.96,1,25.81652939505822
1178,FrontS018318,-26.8796,15.4725,7.17e-18,5.537e-18,2.379e-18,-0.001,11.45,1,29.01372486434727
1179,FrontS018319,-26.9188,15.4536,4.928e-14,4.523e-14,2.71e-14,0.0,7.52,1,46.07197161682716
1180,FrontS018364,-26.9189,15.448,5.719e-14,4.681e-14,2.346e-14,0.0,11.48,1,45.066931085770946
1181,FrontS018449,-26.922,15.4732,7.546e-14,5.806e-14,2.508e-14,-0.0,7.13,1,43.59712230215827
1182,FrontS018456,-26.9024,15.4991,1.202e-17,9.51e-18,4.235e-18,-0.0,11.02,1,26.602282704126424
1183,FrontS018464,-26.9058,15.4661,3.911e-17,2.986e-17,1.273e-17,0.0,11.25,1,24.42891695780704
1184,FrontS018465,-26.9056,15.4659,2.535e-17,1.98e-17,8.964e-18,0.001,19.88,1,24.667571234735416
1185,FrontS018466,-26.9057,15.4661,6.028e-14,4.58e-14,1.986e-14,-0.0,5.74,1,45.156482861400896
1186,FrontS018471,-26.9058,15.466,1.648e-17,1.253e-17,5.16e-18,0.0,12.52,1,26.26408552441491
1187,FrontS018617,-27.3145,15.3767,5.557e-14,4.428e-14,2.011e-14,-0.001,5.02,1,44.88888888888889
1188,FrontS018980,-26.9249,15.5617,7.465e-14,5.738e-14,2.521e-14,-0.001,6.91,1,42.93811998110534
1189,FrontS019094,-26.6626,15.5112,8.596e-18,6.737e-18,3.064e-18,-0.001,5.88,1,26.981300089047195
1190,FrontS019262,-26.8525,15.3775,3.738e-14,3.989e-14,3.254e-14,0.0,14.95,1,45.79345088161209
1191,FrontS019435,-27.1015,15.4072,1.404e-17,1.088e-17,4.725e-18,-0.0,3.48,1,26.509186351706038
1192,FrontS019534,-26.9163,15.9307,5.794e-14,5.022e-14,2.778e-14,0.0,9.54,1,44.800394282897976
1193,FrontS019561,-26.7548,15.5678,4.697e-14,3.542e-14,1.464e-14,0.001,13.33,1,46.07197161682716
1194,FrontS019563,-26.5968,15.5241,6.076e-14,4.698e-14,1.993e-14,-0.0,14.99,1,43.100995732574674
1195,FrontS019605,-27.3836,15.6707,1.106e-17,8.647e-18,3.837e-18,-0.001,10.18,1,27.07774798927614
1196,FrontS019870,-26.7586,15.1338,6.3e-14,5.017e-14,2.307e-14,0.0,15.6,1,44.44987775061125
1197,FrontS020019,-26.8665,15.4861,7.246e-14,5.565e-14,2.332e-14,0.001,13.36,1,43.7650457390467
1198,FrontS020068,-27.0325,15.2256,1.047e-13,8.137e-14,3.671e-14,-0.0,8.21,1,43.18289786223278
1199,FrontS020170,-26.7635,15.5942,3.9e-14,3.789e-14,2.616e-14,0.0,4.89,1,46.07197161682716
1200,FrontS020283,-26.8646,15.4959,7.031e-14,6.312e-14,3.527e-14,0.001,6.65,1,43.680922633349354
1201,FrontS020536,-24.0276,19.9348,6.53e-14,6.048e-14,3.802e-14,0.0,7.51,1,44.88888888888889
1202,FrontS020690,-24.0211,19.9424,4.798e-14,4.866e-14,3.638e-14,-0.0,7.41,1,44.44987775061125
1203,FrontS020809,-24.0907,19.8692,9.648e-14,7.14e-14,2.929e-14,0.001,7.98,1,41.00135317997293
1204,FrontS020876,-23.9905,19.9712,5.365e-14,4.425e-14,2.201e-14,0.0,4.15,1,44.800394282897976
1205,FrontS020944,-23.9585,19.9954,4.573e-14,3.509e-14,1.489e-14,0.0,4.08,1,44.97773379515091
1206,FrontS021013,-24.0268,19.9353,6.574e-14,5.314e-14,2.625e-14,-0.0,7.72,1,44.97773379515091
1207,FrontS021273,-24.0168,19.9129,2.604e-17,1.975e-17,8.161e-18,-0.0,8.02,1,24.80218281036835
1208,FrontS021307,-23.9622,19.9661,8.934e-18,6.928e-18,2.996e-18,0.001,3.47,1,28.221049363551693
1209,FrontS021311,-24.0192,19.9606,8.451e-18,6.776e-18,3.054e-18,0.0,7.61,1,24.938271604938272
1210,FrontS021339,-23.9805,19.977,8.599e-14,6.712e-14,2.946e-14,-0.0,3.57,1,42.696101456082665
1211,FrontS021366,-24.027,19.9787,6.727e-14,5.328e-14,2.406e-14,0.0,6.5,1,43.513642891335564
1212,FrontS021378,-23.9756,19.9837,1.411e-17,1.087e-17,4.698e-18,-0.001,3.75,1,25.355648535564853
1213,FrontS021430,-24.0195,20.0028,8.972e-14,7.362e-14,3.599e-14,0.001,4.85,1,43.59712230215827
1214,FrontS021453,-24.0136,19.9943,7.068e-14,5.413e-14,2.318e-14,0.0,3.8,1,44.62444771723122
1215,FrontS021495,-24.0049,19.9625,6.055e-14,4.765e-14,2.106e-14,-0.0,5.86,1,45.33665835411471
1216,FrontS021500,-24.0077,19.9474,1.268e-17,9.639e-18,4.107e-18,-0.0,7.74,1,25.46931913701317
1217,FrontS021910,-23.0917,16.2154,3.439e-14,2.821e-14,1.361e-14,0.0,2.17,1,48.12069878242456
1218,FrontS021944,-23.0746,16.2519,4.213e-14,3.778e-14,2.148e-14,0.0,1.75,1,47.02534919813761
1219,FrontS021961,-23.0954,16.1868,6.712e-14,5.394e-14,2.485e-14,-0.0,2.9,1,42.696101456082665
1220,FrontS021972,-23.1036,16.213,1.827e-17,1.377e-17,5.811e-18,-0.0,2.87,1,24.376508447304904
1221,FrontS022011,-23.1152,16.227,8.151e-18,6.372e-18,2.711e-18,-0.001,2.46,1,25.84589138470287
1222,FrontS022090,-23.0774,16.2101,3.937e-14,3.418e-14,1.89e-14,0.0,2.21,1,45.33665835411471
1223,FrontS022092,-23.0566,16.2258,1.265e-17,9.845e-18,4.23e-18,-0.0,1.99,1,26.509186351706038
1224,FrontS022095,-23.1082,16.2079,1.08e-17,8.435e-18,3.662e-18,0.0,2.86,1,26.790450928381965
1225,FrontS022199,-23.1032,16.2403,3.819e-14,3.759e-14,2.707e-14,-0.001,2.17,1,45.2463912394226
1226,FrontS022204,-23.0959,16.1978,3.315e-17,2.517e-17,1.039e-17,0.001,2.96,1,23.616523772408417
1227,FrontS022209,-23.1103,16.2344,1.028e-17,8.104e-18,3.592e-18,0.0,2.38,1,27.84073506891271
1228,FrontS022279,-23.1034,16.2415,9.271e-14,7.114e-14,2.947e-14,0.0,2.23,1,40.34620505992011
1229,FrontS022374,-23.0451,16.2652,9.005e-18,7.225e-18,3.268e-18,-0.001,1.76,1,25.29919287503479
1230,FrontS022376,-23.1584,16.1681,4.886e-14,3.703e-14,1.522e-14,0.0,3.13,1,44.536991670749636
1231,FrontS022387,-23.178,16.2043,1.173e-17,8.816e-18,3.691e-18,-0.0,2.72,1,27.045522166022014
1232,FrontS022393,-23.182,16.2271,5.052e-14,4.925e-14,3.483e-14,0.001,2.93,1,44.44987775061125
1233,FrontS022395,-23.1877,16.2368,1.866e-17,1.432e-17,6.114e-18,0.0,2.97,1,24.56092947851932
1234,FrontS022403,-23.1811,16.2634,2.168e-17,1.648e-17,6.841e-18,-0.001,2.72,1,24.80218281036835
1235,FrontS022405,-23.1766,16.2737,2.201e-17,1.683e-17,6.821e-18,-0.0,2.57,1,26.113185866130422
1236,FrontS022406,-23.1721,16.2827,1.03e-17,8.206e-18,3.753e-18,-0.0,2.22,1,24.748162265178326
1237,FrontS022417,-23.0593,16.1218,1.529e-17,1.195e-17,5.221e-18,-0.0,2.77,1,25.84589138470287
1238,FrontS022426,-23.1038,16.1146,1.075e-17,8.315e-18,3.605e-18,0.0,3.19,1,26.203516863649465
1239,FrontS022429,-23.1185,16.1195,1.476e-17,1.114e-17,4.675e-18,0.001,3.21,1,26.203516863649465
1240,FrontS022438,-23.0257,16.2925,6.378e-14,5.439e-14,2.9e-14,0.001,1.85,1,45.066931085770946
1241,FrontS022441,-23.1754,16.1503,5.427e-14,4.022e-14,1.661e-14,-0.0,3.21,1,43.680922633349354
1242,FrontS022443,-23.1834,16.1563,1.215e-17,9.695e-18,4.401e-18,0.0,3.29,1,28.976729359260435
1243,FrontS022450,-22.9924,16.2408,2.274e-17,1.748e-17,7.17e-18,-0.001,1.88,1,24.829281617044522
1244,FrontS022453,-22.9788,16.2267,4.613e-14,3.485e-14,1.438e-14,0.0,1.94,1,44.800394282897976
1245,FrontS022455,-22.977,16.215,8.906e-14,7.08e-14,3.118e-14,0.0,1.84,1,41.98614318706697
1246,FrontS022463,-23.2147,16.2563,9.266e-18,7.224e-18,3.281e-18,0.001,2.83,1,26.88553682342502
1247,FrontS022467,-23.2071,16.2828,3.152e-17,2.381e-17,9.803e-18,-0.001,2.45,1,23.088646177292354
1248,FrontS022476,-23.0174,16.1085,1.903e-17,1.484e-17,6.403e-18,-0.0,2.78,1,24.272363150867825
1249,FrontS022485,-23.132,16.3412,1.674e-17,1.305e-17,5.726e-18,0.0,2.0,1,25.787234042553187
1250,FrontS022511,-23.2154,16.156,4.788e-14,3.717e-14,1.618e-14,0.0,2.86,1,44.104803493449786
1251,FrontS022514,-22.97,16.258,1.102e-17,8.538e-18,3.725e-18,0.0,1.8,1,26.053310404127256
1252,FrontS022516,-22.9628,16.2447,1.243e-17,9.841e-18,4.383e-18,0.001,1.93,1,26.3249348392702
1253,FrontS022547,-23.0294,16.2573,6.504e-18,5.192e-18,2.312e-18,0.0,1.63,1,27.37127371273713
1254,FrontS022578,-23.0039,16.1715,1.076e-17,8.451e-18,3.604e-18,-0.0,2.18,1,28.081556997219646
1255,FrontS022584,-23.0148,16.1434,1.75e-17,1.377e-17,6.277e-18,0.0,2.32,1,25.787234042553187
1256,FrontS022587,-23.1705,16.2863,5.006e-14,3.929e-14,1.798e-14,0.0,2.55,1,44.01937046004842
1257,FrontS022615,-23.112,16.113,1.143e-17,8.727e-18,3.826e-18,-0.0,2.98,1,26.233766233766236
1258,FrontS022632,-23.1794,16.1473,7.783e-18,6.087e-18,2.715e-18,0.001,2.9,1,26.63346029885731
1259,FrontS022661,-23.2251,16.2547,1.168e-17,9.295e-18,4.194e-18,0.0,2.84,1,26.143226919758412
1260,FrontS022667,-23.2106,16.2786,1.692e-17,1.289e-17,5.482e-18,0.001,2.67,1,25.787234042553187
1261,FrontS022687,-23.0497,16.1094,2.451e-14,2.545e-14,2.01e-14,0.0,2.68,1,47.71653543307086
1262,FrontS022693,-23.1191,16.3403,9.661e-18,7.574e-18,3.255e-18,0.001,2.02,1,27.045522166022014
1263,FrontS022697,-23.0997,16.3278,1.424e-17,1.128e-17,5.086e-18,0.0,1.82,1,25.327389244915018
1264,FrontS022722,-23.2202,16.1313,1.187e-17,8.971e-18,3.804e-18,0.001,3.32,1,28.012326656394453
1265,FrontS022723,-22.9834,16.2762,2.375e-17,1.798e-17,7.623e-18,0.0,2.05,1,23.23025811397904
1266,FrontS022726,-22.9954,16.2693,4.301e-14,3.806e-14,2.061e-14,-0.001,1.7,1,45.60963371801304
1267,FrontS022730,-23.2318,16.1747,1.532e-17,1.189e-17,5.164e-18,-0.0,2.95,1,26.294474978304887
1268,FrontS023376,-17.6855,16.7947,6.914e-14,5.328e-14,2.256e-14,0.001,12.37,1,44.800394282897976
1269,FrontS023397,-17.5712,16.7314,6.541e-14,5.325e-14,2.578e-14,-0.0,12.54,1,44.01937046004842
1270,FrontS023506,-17.6839,16.7935,7.258e-14,5.513e-14,2.375e-14,-0.0,12.37,1,44.104803493449786
1271,FrontS023518,-17.7345,16.7823,2.58e-17,2.013e-17,8.868e-18,0.0,12.8,1,25.242988058872534
1272,FrontS023528,-17.7221,16.7971,6.21e-14,5.244e-14,2.654e-14,-0.001,12.49,1,45.70135746606335
1273,FrontS023590,-17.6976,16.7694,5.669e-14,5.114e-14,2.961e-14,0.001,13.0,1,44.97773379515091
1274,FrontS023611,-17.6955,16.8373,1.05e-17,8.282e-18,3.782e-18,0.0,11.32,1,28.04689910521444
1275,FrontS023647,-17.6993,16.7922,1e-13,8.412e-14,4.213e-14,0.0,12.97,1,42.14186369958275
1276,FrontS023667,-17.7139,16.8004,1.447e-17,1.13e-17,5.064e-18,-0.0,12.33,1,26.853766617429837
1277,FrontS023670,-17.6627,16.7867,8.393e-14,6.355e-14,2.625e-14,-0.0,12.33,1,43.513642891335564
1278,FrontS023677,-17.6924,16.8205,9.93e-18,7.494e-18,3.166e-18,0.0,11.38,1,27.470534904805074
1279,FrontS023679,-17.7152,16.7937,8.841e-18,6.974e-18,3.196e-18,-0.001,12.59,1,27.604008502884906
1280,FrontS023685,-17.7008,16.7805,5.58e-14,5.148e-14,3.099e-14,-0.001,13.3,1,45.70135746606335
1281,FrontS023727,-17.6985,16.7995,2.673e-17,2.067e-17,8.901e-18,0.001,9.84,1,24.29831595829992
1282,FrontS023891,-34.3789,15.4326,9.475e-14,7.724e-14,3.745e-14,0.0,4.99,1,43.100995732574674
1283,FrontS023906,-34.3581,15.4462,1.456e-17,1.163e-17,5.241e-18,-0.001,3.4,1,26.173337172473364
1284,FrontS023990,-34.3711,15.4528,1.244e-17,9.291e-18,3.902e-18,-0.0,5.52,1,25.993708893337146
1285,FrontS024003,-34.3791,15.4765,8.991e-14,7.139e-14,3.253e-14,-0.001,3.29,1,42.93811998110534
1286,FrontS024004,-34.4005,15.4703,8.78e-14,7.569e-14,4.056e-14,-0.001,5.02,1,43.59712230215827
1287,FrontS024011,-34.3774,15.4781,1.667e-17,1.324e-17,5.96e-18,0.001,6.01,1,25.934379457917263
1288,FrontS024050,-34.3874,15.4613,1.535e-17,1.184e-17,5.052e-18,-0.002,5.81,1,25.81652939505822
1289,FrontS024165,-34.3589,15.5819,1.245e-18,1.099e-18,6.473e-19,-0.0,3.71,1,2.4317166474947163
1290,FrontS024182,-34.4199,15.3833,8.029e-14,6.548e-14,3.135e-14,0.0,4.24,1,45.156482861400896
1291,FrontS024203,-34.2127,15.4261,4.775e-14,3.687e-14,1.593e-14,0.0,4.55,1,45.70135746606335
1292,FrontS024355,-34.4338,15.4657,5.285e-14,4.224e-14,1.943e-14,0.0,3.87,1,45.51827741612418
1293,FrontS024672,-34.387,15.322,7.391e-14,6.228e-14,3.147e-14,0.0,6.21,1,43.513642891335564
1294,FrontS024717,-34.5613,15.4474,4.273e-14,3.974e-14,2.463e-14,0.0,7.4,1,46.92823954568921
1295,FrontS024767,-34.5058,15.6213,5.554e-14,4.258e-14,1.854e-14,0.001,5.01,1,45.33665835411471
1296,FrontS024876,-34.4845,15.4222,2.947e-14,2.348e-14,1.05e-14,0.001,4.71,1,48.949919224555735
1297,FrontS024890,-19.8621,13.4834,2.092e-14,2.22e-14,1.821e-14,-0.0,-4.1,1,49.59083469721767
1298,FrontS024977,-19.8523,13.4537,7.956e-14,6.09e-14,2.549e-14,-0.001,-1.94,1,44.97773379515091
1299,FrontS025080,-19.8699,13.4647,5.687e-14,4.64e-14,2.197e-14,0.001,-0.26,1,46.63930220625962
1300,FrontS025114,-19.867,13.4654,8.876e-14,7.131e-14,3.347e-14,-0.0,-1.78,1,43.43048256091734
1301,FrontS025327,-19.8725,13.4703,4.168e-14,4.134e-14,2.896e-14,-0.0,-1.95,1,45.60963371801304
1302,FrontS025414,-19.8933,13.466,6.012e-14,5.396e-14,3.193e-14,0.0,0.04,1,44.536991670749636
1303,FrontS025419,-19.8315,13.4721,1.071e-13,8.102e-14,3.283e-14,0.001,-4.37,1,41.45006839945281
1304,FrontS025441,-19.8495,13.4371,9.388e-18,7.529e-18,3.416e-18,-0.0,-0.01,1,27.470534904805074
1305,FrontS025459,-19.8554,13.4602,6.151e-14,5.354e-14,2.767e-14,-0.0,-2.26,1,46.165566277298126
1306,FrontS025511,-19.8781,13.4626,3.308e-17,2.527e-17,1.061e-17,-0.0,-1.01,1,24.481551306221384
1307,FrontS025520,-19.8832,13.4474,4.712e-14,4.062e-14,2.238e-14,0.001,-0.11,1,46.353901070882195
1308,FrontS025523,-19.8841,13.4432,1.19e-17,9.472e-18,4.266e-18,0.001,-0.01,1,27.045522166022014
1309,FrontS025531,-19.8626,13.4988,1.573e-17,1.202e-17,5.168e-18,0.001,-3.88,1,26.386066763425255
1310,FrontS025546,-19.8414,13.4715,3.707e-17,2.847e-17,1.218e-17,0.001,-2.92,1,22.696629213483146
1311,FrontS025547,-19.8408,13.4763,8.172e-14,7.011e-14,3.729e-14,0.001,-3.13,1,45.42728635682159
1312,FrontS025549,-19.8357,13.4833,1.711e-17,1.283e-17,5.266e-18,0.0,-3.43,1,26.203516863649465
1313,FrontS025555,-19.9029,13.4274,2.421e-17,1.836e-17,7.767e-18,0.0,-0.16,1,23.81451401624312
1314,FrontS025558,-19.9031,13.421,1.574e-17,1.187e-17,4.904e-18,0.0,-0.1,1,26.3249348392702
1315,FrontS025566,-19.8516,13.5204,3.845e-17,2.897e-17,1.183e-17,-0.001,-4.07,1,24.22062350119904
1316,FrontS025572,-19.8647,13.4203,3.176e-17,2.437e-17,1.044e-17,0.0,-1.11,1,22.948750315576874
1317,FrontS025574,-19.8556,13.4263,1.121e-17,8.597e-18,3.654e-18,-0.001,-1.34,1,28.57591952216284
1318,FrontS025576,-19.8485,13.4334,6.878e-18,5.493e-18,2.437e-18,0.0,-1.56,1,28.116300649551498
1319,FrontS025592,-19.9307,13.4082,1.888e-17,1.412e-17,5.836e-18,0.0,-0.23,1,24.829281617044522
1320,FrontS025599,-19.8235,13.5489,5.696e-14,4.334e-14,1.802e-14,0.001,-4.24,1,45.8859162039374
1321,FrontS025610,-19.875,13.5378,1.952e-17,1.481e-17,6.423e-18,-0.001,-3.27,1,23.66571205415256
1322,FrontS025612,-19.8512,13.4108,1.246e-17,9.447e-18,4.121e-18,-0.001,-1.43,1,26.47829886396737
1323,FrontS025631,-19.948,13.3748,4.218e-14,3.491e-14,1.726e-14,-0.0,-0.12,1,47.81693845344555
1324,FrontS025642,-19.8655,13.4662,6.565e-14,5.086e-14,2.182e-14,0.001,-2.15,1,45.60963371801304
1325,FrontS025643,-19.8642,13.4657,2.584e-17,1.963e-17,8.087e-18,0.0,-2.18,1,26.023475522473518
1326,FrontS025644,-19.8748,13.4702,1.249e-17,9.878e-18,4.512e-18,-0.0,-1.92,1,25.526537489469252
1327,FrontS025683,-19.8681,13.4922,1.017e-17,7.905e-18,3.422e-18,0.0,-3.37,1,27.045522166022014
1328,FrontS025724,-19.8914,13.4161,9.035e-14,6.959e-14,3.086e-14,-0.001,-0.18,1,44.62444771723122
1329,FrontS025725,-19.8498,13.5221,2.716e-17,2.069e-17,8.498e-18,-0.001,-4.14,1,24.64082407156411
1330,FrontS025728,-19.8625,13.5163,4.832e-14,3.772e-14,1.698e-14,-0.0,-3.79,1,46.25954198473282
1331,FrontS025730,-19.8722,13.4173,1.433e-17,1.121e-17,4.836e-18,0.001,-0.58,1,25.15914752283421
1332,FrontS025731,-19.871,13.4253,1.02e-17,7.884e-18,3.386e-18,-0.0,-0.86,1,26.173337172473364
1333,FrontS025777,-19.8477,13.5456,1.536e-17,1.163e-17,5.036e-18,-0.001,-3.88,1,27.404280976786254
1334,FrontS025800,-19.9324,13.4516,1.609e-17,1.232e-17,5.156e-18,0.001,-1.21,1,26.75890491610244
1335,FrontS025807,-19.7877,13.5266,1.024e-17,8.077e-18,3.61e-18,-0.0,-3.8,1,27.604008502884906
1336,FrontS025862,-33.7627,14.5465,8.619e-14,7.395e-14,4.006e-14,-0.0,7.3,1,43.26511185149929
1337,FrontS026005,-33.7446,14.5589,1.128e-17,8.719e-18,3.73e-18,0.0,5.13,1,27.17488789237668
1338,FrontS026300,-33.7371,14.5409,8.999e-14,6.971e-14,3.052e-14,-0.0,3.72,1,41.224489795918366
1339,FrontS026457,-33.7637,14.5375,4.893e-14,3.924e-14,1.889e-14,-0.0,6.5,1,45.33665835411471
1340,FrontS026664,-33.7503,14.5637,6.937e-14,5.389e-14,2.344e-14,-0.0,4.07,1,41.75470831419384
1341,FrontS026675,-33.7515,14.5352,8.626e-14,6.73e-14,2.961e-14,0.0,5.53,1,42.14186369958275
1342,FrontS026683,-33.7649,14.5549,6.222e-14,5.176e-14,2.525e-14,-0.0,5.87,1,44.44987775061125
1343,FrontS026692,-33.7202,14.5388,7.506e-18,5.712e-18,2.467e-18,-0.001,4.09,1,26.294474978304887
1344,FrontS026726,-33.7508,14.5204,3.831e-14,3.806e-14,2.722e-14,-0.001,6.42,1,46.07197161682716
1345,FrontS026790,-33.774,14.5384,3.673e-14,3.631e-14,2.545e-14,-0.001,7.65,1,45.42728635682159
1346,FrontS026820,-33.7425,14.5369,1.324e-17,1.052e-17,4.609e-18,0.0,4.97,1,25.075862068965517
1347,FrontS026827,-33.7959,14.527,4.54e-14,3.884e-14,1.947e-14,-0.0,8.03,1,48.949919224555735
1348,FrontS026860,-33.7547,14.5474,6.356e-14,5.121e-14,2.355e-14,0.0,5.08,1,43.59712230215827
1349,FrontS026873,-33.8053,14.5236,4.156e-14,3.31e-14,1.501e-14,0.001,8.09,1,45.33665835411471
1350,FrontS026952,-33.6565,14.5635,2.509e-14,2.347e-14,1.415e-14,-0.001,3.84,1,49.59083469721767
1351,FrontS027014,-34.5714,11.5593,2.139e-17,1.606e-17,6.836e-18,0.0,5.57,1,26.822071407494835
1352,FrontS027137,-34.5977,11.5951,8.878e-14,6.912e-14,3.034e-14,-0.0,7.46,1,43.01940369143398
1353,FrontS027206,-34.5838,11.5686,6.482e-14,5.023e-14,2.189e-14,-0.0,6.27,1,43.43048256091734
1354,FrontS027289,-34.5322,11.5317,5.621e-14,4.621e-14,2.258e-14,-0.0,3.76,1,46.83153013910355
1355,FrontS027340,-34.4845,11.4851,3.33e-14,2.533e-14,1.098e-14,-0.0,3.57,1,48.01901743264659
1356,FrontS027384,-34.5272,11.5307,3.819e-14,2.876e-14,1.196e-14,0.0,4.03,1,46.73521850899743
1357,FrontS027453,-34.5637,11.5889,5.243e-14,4.119e-14,1.884e-14,0.0,7.28,1,45.066931085770946
1358,FrontS027463,-34.5658,11.5451,1.067e-13,8.116e-14,3.402e-14,-0.0,4.04,1,42.37762237762237
1359,FrontS027492,-34.5897,11.5822,1.351e-17,1.028e-17,4.442e-18,0.0,7.12,1,25.84589138470287
1360,FrontS027496,-34.5722,11.5336,8.259e-18,6.436e-18,2.917e-18,-0.001,3.69,1,27.07774798927614
1361,FrontS027516,-34.596,11.5709,1.168e-13,9.154e-14,4.074e-14,0.0,6.97,1,42.37762237762237
1362,FrontS027527,-34.5658,11.5999,2.221e-17,1.654e-17,6.771e-18,0.001,7.5,1,24.35038842753817
1363,FrontS027562,-34.5697,11.5605,5.033e-14,4.997e-14,3.467e-14,0.001,5.54,1,45.97875569044005
1364,FrontS027572,-34.5674,11.5612,1.326e-17,1.027e-17,4.513e-18,-0.0,2.16,1,26.853766617429837
1365,FrontS027575,-34.5673,11.5614,1.631e-17,1.3e-17,5.954e-18,-0.001,15.76,1,27.305497146290175
1366,FrontS027579,-34.5672,11.5613,1.36e-17,1.064e-17,4.821e-18,0.0,-0.22,1,25.787234042553187
1367,FrontS027580,-34.5676,11.5613,1.595e-17,1.233e-17,5.377e-18,0.0,9.37,1,24.35038842753817
1368,FrontS027582,-34.5671,11.5612,4.701e-14,4.6e-14,3.243e-14,0.0,-0.75,1,45.97875569044005
1369,FrontS027583,-34.5673,11.5613,1.486e-17,1.167e-17,5.139e-18,0.0,3.1,1,25.242988058872534
1370,FrontS027592,-34.5947,11.5877,1.9e-17,1.472e-17,6.22e-18,-0.0,7.52,1,24.22062350119904
1371,FrontS027597,-34.5291,11.525,4.707e-14,3.901e-14,1.929e-14,0.001,3.48,1,48.01901743264659
1372,FrontS027606,-34.6174,11.6067,1.375e-17,1.062e-17,4.51e-18,0.0,7.44,1,26.44748327029386
1373,FrontS027609,-34.5119,11.5113,3.925e-14,3.295e-14,1.64e-14,0.0,3.71,1,49.05558553696708
1374,FrontS027611,-34.5121,11.5109,1.197e-17,9.533e-18,4.249e-18,0.001,3.81,1,28.46852489821484
1375,FrontS027626,-34.5136,11.5169,3.359e-17,2.587e-17,1.08e-17,-0.0,4.42,1,24.324324324324323
1376,FrontS027632,-34.6114,11.5944,5.776e-14,5.017e-14,2.826e-14,0.0,6.23,1,46.44864588656106
1377,FrontS027634,-34.5317,11.5329,1.682e-17,1.315e-17,5.742e-18,-0.001,4.92,1,24.85643970467596
1378,FrontS027639,-34.5434,11.5498,1.456e-17,1.129e-17,5.049e-18,0.0,5.2,1,26.416739319965124
1379,FrontS027643,-34.5758,11.5614,1.408e-17,1.077e-17,4.42e-18,-0.0,5.57,1,26.26408552441491
1380,FrontS027649,-34.5571,11.5414,1.141e-17,8.864e-18,3.945e-18,-0.001,5.28,1,26.949303290839016
1381,FrontS027659,-34.6287,11.6312,3.923e-17,3.032e-17,1.291e-17,-0.0,6.4,1,23.18286151491966
1382,FrontS027664,-34.4842,11.4697,1.502e-17,1.157e-17,4.781e-18,0.0,4.39,1,25.612848689771766
1383,FrontS027672,-34.59,11.5822,1.967e-17,1.518e-17,6.459e-18,-0.0,7.4,1,25.758005100595067
1384,FrontS027703,-34.6117,11.6027,2.147e-17,1.657e-17,7.042e-18,0.0,7.32,1,25.15914752283421
